Age,Number of Dependents,Latitude,Longitude,Population,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Satisfaction Score,Gender_Male,Under 30_Yes,Senior Citizen_Yes,Married_Yes,Dependents_Yes,Referred a Friend_Yes,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone Service_Yes,Multiple Lines_Yes,Internet Service_Yes,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_No Internet Service,Online Security_Yes,Online Backup_Yes,Device Protection Plan_Yes,Premium Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Streaming Music_Yes,Unlimited Data_Yes,Contract_One Year,Contract_Two Year,Paperless Billing_Yes,Payment Method_Credit Card,Payment Method_Mailed Check,Churn Label
74,0,34.130992,-118.894673,18735,0,43,8.81,7,84.85,3645.6,0.0,0,378.83,4,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
69,0,34.202494,-118.448048,51348,1,2,7.29,14,74.2,140.1,0.0,0,14.58,4,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
65,0,34.098275,-117.967399,76890,7,70,12.07,17,90.05,6333.4,0.0,0,844.9,3,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0
80,0,34.04622,-118.053753,45645,0,33,0.0,16,59.45,1884.65,0.0,0,0.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0
69,0,33.998471,-117.973758,53686,0,30,4.04,14,90.5,2595.85,0.0,0,121.2,3,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0
74,0,34.057256,-117.667677,54254,0,32,48.62,12,79.5,2665.0,0.0,0,1555.84,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
71,0,34.105493,-117.660934,48827,7,34,26.49,18,90.15,3128.8,0.0,0,900.66,3,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0
71,0,32.64164,-116.985026,12884,0,1,11.51,21,46.3,46.3,0.0,0,11.51,4,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
71,0,32.619465,-116.593605,905,0,55,0.0,23,50.05,2743.45,0.0,0,0.0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0
67,0,32.587557,-116.636816,91,6,69,34.55,19,87.3,6055.55,0.0,0,2383.95,3,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0
80,0,33.148116,-117.306043,35582,1,33,0.0,4,50.0,1750.85,0.0,0,0.0,3,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0
75,0,32.785165,-116.862648,40995,8,37,23.54,7,72.25,2575.45,0.0,0,870.98,3,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
67,2,32.79697,-116.969082,55277,1,62,45.76,12,96.1,6019.35,0.0,150,2837.12,4,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0
68,0,32.853743,-117.25034,42617,0,1,17.6,2,71.25,71.25,0.0,10,17.6,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
75,0,32.909873,-116.906774,42277,0,72,24.67,26,113.8,7845.8,0.0,0,1776.2400000000002,3,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
74,0,33.309852,-116.823091,234,3,60,27.68,26,100.5,6029.0,0.0,0,1660.8,5,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0
80,0,33.044541,-116.833922,33104,0,30,41.93,21,104.1,3121.1,0.0,0,1257.9,4,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0
66,0,32.847336,-116.997605,53510,0,8,41.85,5,69.7,572.85,0.0,0,334.8,4,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
79,0,33.25283,-116.986079,14575,0,71,4.75,0,24.65,1766.75,0.0,0,337.25,3,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
73,0,33.17494,-117.242761,62036,2,70,15.9,0,19.55,1462.05,0.0,0,1113.0,3,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
74,0,32.716007,-117.117462,47140,4,49,1.67,15,49.8,2398.4,0.0,0,81.83,3,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
69,1,32.707892,-117.05512,66838,9,24,20.78,23,96.55,2263.45,0.0,0,498.72,5,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0
71,0,33.694501,-116.412711,29340,0,11,41.58,3,78.5,874.2,0.0,0,457.38,3,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0
65,0,34.667815,-117.536183,18980,0,72,26.87,20,108.1,7774.05,0.0,0,1934.64,5,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0
73,0,34.875144,-116.821698,678,3,12,37.15,13,79.2,943.85,0.0,20,445.8,4,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0
72,1,34.459322,-117.629729,4280,1,52,7.04,22,80.85,4079.55,0.0,0,366.08,3,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0
71,0,33.482243,-116.827173,2433,0,18,7.51,24,73.55,1359.45,0.0,0,135.18,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
74,2,33.970661,-117.255039,46214,3,50,32.9,18,75.15,3822.45,0.0,0,1645.0,4,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0
69,0,33.82769,-117.102244,7344,6,72,30.3,14,112.9,8061.5,0.0,20,2181.6,3,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0
76,0,33.667145,-117.732135,6301,0,64,29.43,0,25.65,1740.8,0.0,0,1883.52,5,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
69,0,33.848733,-117.788357,36301,8,72,7.85,20,106.85,7677.4,0.0,100,565.1999999999999,4,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0
73,0,33.902211,-117.914922,21157,0,7,11.01,18,51.3,419.35,0.0,0,77.07,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0
67,0,33.925833,-117.559639,22443,1,52,4.11,17,109.1,5647.95,0.0,0,213.72000000000003,5,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0
70,0,33.918043,-117.617809,16998,1,60,4.06,11,116.05,6925.9,0.0,0,243.6,3,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0
79,0,34.404544,-119.302118,6503,4,67,7.2,23,94.65,6079.0,0.0,0,482.4,4,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0
69,0,36.315979,-119.710852,2872,0,1,28.67,4,44.0,44.0,0.0,0,28.67,4,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
79,0,35.858054,-119.305858,9318,7,17,46.44,13,94.8,1563.9,0.0,0,789.48,3,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0
70,0,35.996923,-120.000951,1809,9,52,27.74,18,106.5,5621.85,0.0,90,1442.48,5,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0
70,0,35.861928,-118.636698,266,0,8,44.63,29,85.2,695.75,0.0,0,357.04,4,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
79,0,36.245926,-118.693138,3546,5,16,35.53,23,54.55,825.1,0.0,0,568.48,3,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0
72,0,36.391777,-119.372842,36718,0,39,10.03,13,99.75,4036.0,0.0,0,391.17,3,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0
76,0,35.236549,-120.727344,31982,0,52,11.01,18,108.1,5839.3,0.0,0,572.52,4,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
70,0,35.591387,-121.032256,6526,1,72,0.0,7,64.95,4546.0,0.0,30,0.0,3,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0
70,1,35.059695,-120.604741,7435,1,68,20.31,13,84.65,5683.6,0.0,0,1381.08,3,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
77,0,35.634488,-120.293534,1255,3,59,0.0,6,64.05,3886.85,0.0,0,0.0,3,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0
71,0,37.653947,-118.231443,340,5,46,21.46,15,100.25,4753.85,0.0,0,987.16,5,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
80,0,37.245505,-118.062943,1826,8,58,31.11,4,98.9,5780.7,0.0,0,1804.38,3,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0
75,0,38.184583,-119.286558,826,0,11,48.33,17,60.25,662.95,0.0,120,531.63,3,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
72,0,35.358953,-118.527064,1022,0,34,0.0,28,56.25,1765.95,0.0,0,0.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0
68,0,33.362575,-117.299644,42239,6,55,42.9,27,74.0,4052.4,0.0,0,2359.5,5,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
73,0,36.296851,-117.865469,318,0,9,24.85,15,79.55,718.55,0.0,10,223.65,5,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
79,1,35.405722,-117.773354,117,5,14,14.39,30,95.8,1346.3,0.0,0,201.46,3,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0
72,0,37.007238,-119.505661,1314,2,34,12.98,8,71.55,2427.35,0.0,0,441.32,3,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
78,0,36.594542,-119.905245,265,10,19,19.57,27,94.95,1760.25,0.0,0,371.83,5,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0
76,0,36.749403,-119.787574,13858,0,24,46.13,23,80.5,2088.45,0.0,0,1107.12,4,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
77,0,36.768774,-119.762633,31180,0,35,0.0,26,39.85,1434.6,0.0,0,0.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0
69,0,36.878709,-119.7645,45087,0,71,22.19,0,24.85,1901.0,0.0,0,1575.49,5,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71,0,36.623632,-119.741322,21010,8,7,41.97,11,89.0,605.45,0.0,0,293.79,4,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0
65,0,36.793601,-119.761131,39148,0,57,0.0,26,55.0,3094.05,0.0,0,0.0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0
78,0,36.667794,-121.601306,58548,0,72,14.94,30,117.35,8436.25,0.0,0,1075.68,4,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0
80,0,33.141265,-116.967221,48690,0,59,25.57,5,89.75,5496.9,0.0,0,1508.63,3,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0
71,0,36.460611,-121.852507,13121,0,2,37.97,9,49.95,107.1,0.0,0,75.94,5,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
79,0,35.930782,-121.189757,254,0,32,25.89,0,19.8,587.7,0.0,0,828.48,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
78,0,37.57028,-122.365778,40346,0,12,43.4,24,73.3,828.05,0.0,0,520.8,4,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
80,0,37.419725,-122.062947,27822,0,45,18.46,3,70.05,3062.45,0.0,0,830.7,3,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0
67,0,37.331762,-122.341444,291,0,5,18.38,15,85.55,408.5,0.0,0,91.9,4,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0
74,1,37.773147,-122.411287,23036,9,61,39.31,10,65.2,3965.05,0.0,0,2397.9100000000003,4,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
73,0,37.801776,-122.402293,3337,8,14,45.46,4,75.1,1013.35,0.0,0,636.44,4,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
75,0,37.797526,-122.464531,2240,2,72,44.89,24,115.75,8443.7,0.0,120,3232.08,3,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0
80,0,37.444314,-122.149996,16198,10,56,11.55,27,95.65,5471.75,21.71,0,646.8000000000001,3,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0
65,0,37.924838,-122.289145,23141,0,46,41.17,30,104.45,4863.85,36.78,0,1893.82,3,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0
70,0,38.232389,-122.324944,26894,5,4,6.03,8,70.2,280.35,30.75,0,24.12,5,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
80,0,37.504133,-122.032347,42491,0,32,31.57,4,90.95,2897.95,25.55,0,1010.24,4,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
79,0,38.581354,-122.296283,9423,7,67,42.07,12,60.95,4119.4,17.19,0,2818.69,3,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0
68,0,37.687264,-122.15728,19815,0,29,8.88,22,58.55,1718.95,33.1,0,257.52000000000004,3,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0
73,0,37.834341,-122.26437,21097,0,14,7.34,3,80.35,1058.1,32.71,0,102.76,4,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
70,0,37.878554,-122.26609,10147,0,18,25.7,23,84.95,1443.65,4.76,70,462.6,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
77,0,37.872902,-122.303708,8157,0,72,14.12,23,110.1,7746.7,44.81,0,1016.64,4,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0
73,0,37.945288,-122.383941,28450,0,71,34.36,13,99.65,6951.15,3.33,0,2439.56,4,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0
74,0,37.963995,-122.288296,25399,0,5,0.0,4,45.4,214.75,0.0,0,0.0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0
78,0,37.972662,-122.491452,40239,0,52,34.0,3,59.85,3103.25,19.16,0,1768.0,3,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
76,0,38.135897,-122.563683,16429,5,31,46.06,18,89.45,2807.65,31.58,0,1427.86,4,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
66,2,38.237018,-122.77872,31930,6,24,4.06,28,79.85,1857.75,0.0,0,97.44,3,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
65,0,38.235021,-122.557332,35419,9,36,47.16,28,54.1,1992.85,1.09,0,1697.7599999999998,3,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0
65,0,37.106902,-122.100006,1007,0,4,31.13,15,48.75,179.85,0.0,0,124.52,3,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
76,1,37.084697,-121.606417,5671,7,46,20.42,16,110.2,4972.1,0.0,0,939.32,3,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0
74,0,37.070177,-122.010077,14574,9,71,0.0,19,46.35,3353.4,18.64,0,0.0,4,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0
76,0,37.946282,-121.139499,23789,0,45,15.65,18,93.9,4200.25,0.0,0,704.25,4,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0
79,0,38.244806,-120.417301,88,8,26,18.66,11,98.1,2510.7,44.17,0,485.16,4,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0
79,0,37.524721,-120.757977,5513,2,54,43.71,12,115.6,6431.05,0.0,0,2360.34,3,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0
76,0,37.394536,-120.890747,7177,10,60,17.05,21,97.95,5867.0,0.0,0,1023.0,4,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0
73,0,38.109125,-120.078597,683,4,72,33.68,10,77.35,5396.25,0.0,0,2424.96,4,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0
79,0,38.121601,-120.133915,1278,0,70,47.27,3,75.5,5212.65,0.0,0,3308.9,4,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0
80,0,37.410236,-121.320337,15536,7,10,25.13,30,75.3,720.45,0.0,0,251.3,4,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
74,0,37.521708,-120.426843,1158,0,9,7.11,12,49.2,447.9,0.0,0,63.99,4,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
68,0,33.141265,-116.967221,48690,2,32,2.17,11,79.3,2570.0,0.0,0,69.44,3,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
70,0,38.618347,-122.908422,17979,7,72,18.15,16,105.75,7629.85,0.0,80,1306.8,5,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0
70,0,38.93496,-122.792243,9902,8,62,22.74,18,104.85,6312.9,0.0,0,1409.88,3,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0
71,0,38.966713,-123.586412,586,0,69,13.36,10,74.1,5031.0,0.0,0,921.84,3,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0
80,0,38.415003,-122.998726,1880,0,57,36.89,17,101.3,5779.6,0.0,0,2102.73,4,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0
80,0,38.888351,-123.239647,335,0,65,18.23,3,99.1,6496.15,0.0,0,1184.95,4,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0
80,0,40.4785,-124.301372,2965,0,4,19.0,17,94.75,422.4,0.0,0,76.0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0
73,0,40.342928,-124.063329,82,5,69,49.91,13,95.35,6382.0,0.0,0,3443.79,3,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0
72,0,40.557314,-124.081662,1201,0,8,2.18,13,74.05,600.15,0.0,0,17.44,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
74,0,41.572813,-124.035011,1215,0,63,41.8,16,89.6,5538.8,0.0,0,2633.4,4,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0
69,0,40.142256,-123.852927,1851,10,71,11.35,24,71.0,5012.1,0.0,0,805.85,3,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0
65,0,40.89866,-123.539754,660,0,26,25.04,9,93.6,2404.1,0.0,0,651.04,5,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0
73,0,38.921333,-120.897718,1140,0,18,47.34,7,58.4,964.9,0.0,0,852.1200000000001,4,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0
66,0,38.154823,-121.601358,2010,0,72,31.31,18,107.4,7748.75,0.0,0,2254.32,4,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0
68,0,38.875508,-121.765866,1793,10,70,38.5,25,90.85,6470.1,0.0,0,2695.0,4,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0
75,0,38.803731,-121.043799,1173,0,21,24.91,17,104.35,2271.85,0.0,130,523.11,5,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0
72,0,38.400264,-120.641274,4354,0,54,0.0,26,55.45,2966.95,0.0,0,0.0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0
69,0,38.688764,-121.457596,14010,0,56,46.67,18,96.85,5219.65,0.0,0,2613.52,3,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0
67,0,38.333133,-121.920151,63157,0,64,10.07,26,102.1,6688.1,0.0,0,644.48,5,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
68,0,38.983388,-120.988814,1526,0,31,15.35,10,96.6,2877.95,0.0,0,475.85,5,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0
66,0,38.805481,-120.13287,25,5,15,37.84,19,94.65,1285.05,0.0,0,567.6,3,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0
79,0,38.749466,-121.184196,20675,0,64,4.99,0,20.05,1198.05,0.0,0,319.36,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
67,0,38.542532,-121.378826,38818,0,34,13.56,30,69.15,2275.1,0.0,0,461.04,3,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
77,1,38.445939,-121.496855,9063,5,71,32.12,0,19.8,1388.45,0.0,0,2280.52,4,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
80,1,39.657228,-121.37778,1279,7,71,48.59,15,69.2,4982.5,0.0,0,3449.8900000000003,4,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
68,0,39.461768,-121.195825,262,4,31,5.3,3,84.85,2633.4,0.0,0,164.29999999999998,3,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0
