Age,Number of Dependents,Latitude,Longitude,Population,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Satisfaction Score,Gender_Male,Under 30_Yes,Senior Citizen_Yes,Married_Yes,Dependents_Yes,Referred a Friend_Yes,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone Service_Yes,Multiple Lines_Yes,Internet Service_Yes,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_No Internet Service,Online Security_Yes,Online Backup_Yes,Device Protection Plan_Yes,Premium Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Streaming Music_Yes,Unlimited Data_Yes,Contract_One Year,Contract_Two Year,Paperless Billing_Yes,Payment Method_Credit Card,Payment Method_Mailed Check,Churn Label,Cluster
47,0,37.901371,-122.572024,28727,0,36,41.33,0,19.55,620.75,0.0,0,1487.88,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
49,0,38.052209,-122.775567,248,10,26,45.28,0,20.05,505.9,0.0,0,1177.28,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
63,0,38.00474,-122.663717,548,7,47,6.54,0,19.65,973.1,0.0,0,307.38,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
31,0,37.013471,-121.877877,24227,0,1,18.81,0,21.1,21.1,0.0,0,18.81,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
44,0,37.078873,-122.090386,6407,9,58,36.45,0,24.5,1497.9,9.22,0,2114.1000000000004,4,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
50,0,36.977025,-121.952864,9673,0,32,14.91,0,20.05,614.45,9.73,0,477.12,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
39,1,37.306612,-122.080621,54431,5,10,22.83,0,25.75,257.5,0.0,0,228.3,5,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
41,0,37.089111,-122.062213,8728,0,52,8.25,0,19.6,1012.4,46.07,0,429.0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
53,3,37.393554,-121.965114,13031,0,15,32.54,0,24.8,324.15,12.8,0,488.1,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
21,3,36.993451,-122.098858,43192,4,20,38.6,0,20.0,417.65,9.73,0,772.0,3,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,0,37.031404,-121.981865,8365,0,42,48.41,0,19.55,839.4,12.16,0,2033.22,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
57,0,37.023669,-121.946461,9823,10,69,39.78,0,24.25,1641.8,45.75,0,2744.82,3,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24,0,36.931654,-121.752383,81141,0,69,36.5,0,24.6,1678.05,28.42,0,2518.5,5,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
36,0,37.233226,-121.78809,10155,0,38,46.18,0,24.25,914.4,35.61,0,1754.84,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
26,0,37.387027,-121.897775,26389,0,27,20.66,0,19.4,529.8,0.0,0,557.82,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
45,2,37.371862,-121.860349,26032,9,26,43.84,0,19.15,515.75,0.0,0,1139.84,5,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
58,1,37.270938,-121.851046,36944,0,2,21.18,0,19.25,48.35,0.0,0,42.36,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,2,37.382909,-121.634151,38,7,63,46.9,0,20.0,1209.25,0.0,0,2954.7,5,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
52,2,37.339533,-121.777179,44103,9,71,23.34,0,19.8,1396.25,0.0,0,1657.14,4,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
38,2,37.965695,-121.260051,34138,0,6,16.91,0,20.2,98.35,0.0,0,101.46,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
59,0,38.32153,-120.236358,5159,0,1,7.8,0,18.85,18.85,0.0,0,7.8,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,1,38.233879,-120.861666,75,7,45,20.11,0,24.65,1138.8,0.0,0,904.95,4,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
62,0,37.943954,-120.67108,2633,0,53,10.32,0,18.7,1005.7,0.0,0,546.96,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
41,0,38.304194,-120.592431,2718,0,25,7.17,0,19.9,510.8,0.0,0,179.25,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
21,0,38.196497,-120.61689,3930,1,1,23.41,0,19.65,19.65,0.0,0,23.41,3,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
26,0,37.555631,-120.911653,2130,1,15,39.84,0,19.45,340.85,0.0,0,597.6,5,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
24,0,37.666587,-120.411517,1749,0,42,18.31,0,20.75,844.45,0.0,0,769.02,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
63,0,37.830267,-121.201018,36738,0,60,39.41,0,25.0,1505.05,0.0,0,2364.6,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
28,2,37.672906,-120.946594,47613,5,69,42.49,0,20.2,1412.65,0.0,0,2931.81,5,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
42,3,37.612612,-121.108568,30668,3,54,19.7,0,20.4,1090.6,0.0,0,1063.8,4,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
26,0,37.343846,-121.039391,8504,6,62,32.28,0,23.75,1446.8,0.0,0,2001.36,4,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
64,0,37.982716,-120.343732,25340,3,72,24.42,0,24.65,1830.05,0.0,0,1758.2400000000002,5,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
43,2,38.107441,-120.230625,4848,8,70,30.33,0,24.7,1685.9,0.0,0,2123.1,4,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
39,0,37.421299,-120.599587,11463,0,13,22.31,0,19.45,270.2,0.0,0,290.03,5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
43,0,38.488431,-122.752839,40270,0,25,17.64,0,20.15,536.35,0.0,0,441.0,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
62,0,39.07116,-122.598542,3684,0,1,46.59,0,19.45,19.45,0.0,0,46.59,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,0,38.445603,-123.063756,187,0,47,3.49,0,20.15,1046.2,0.0,0,164.03,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
23,2,38.618347,-122.908422,17979,5,63,28.92,0,24.65,1574.5,0.0,0,1821.96,4,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
20,1,38.505995,-123.187019,438,10,5,8.04,0,19.45,86.05,0.0,0,40.2,3,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
25,2,39.245911,-123.77214,882,6,72,22.05,0,20.1,1326.25,0.0,0,1587.6,4,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
47,0,39.141934,-122.770679,3002,3,25,25.08,0,20.95,495.15,0.0,0,627.0,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
44,0,39.305545,-123.743697,2229,0,36,49.85,0,19.25,679.8,0.0,0,1794.6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
50,1,39.182916,-123.552571,148,2,59,41.19,0,19.85,1188.25,0.0,0,2430.21,3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
42,0,38.911299,-123.609588,1352,0,64,38.96,0,19.55,1240.15,0.0,0,2493.44,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
47,3,40.737431,-124.108897,23570,5,69,38.39,0,19.7,1396.9,0.0,0,2648.91,5,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32,1,40.726949,-124.217378,228,3,11,2.52,0,20.9,202.3,0.0,0,27.72,5,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
47,0,40.584991,-124.121504,12241,0,7,13.86,0,19.95,147.5,0.0,0,97.02,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
27,0,40.057784,-123.679461,2423,0,3,26.33,0,24.6,86.35,0.0,0,78.99,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
21,0,41.572813,-124.035011,1215,9,10,49.6,0,19.95,187.75,0.0,0,496.0,4,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
33,0,40.664483,-123.865325,264,5,71,43.37,0,24.65,1710.15,0.0,0,3079.27,4,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
28,0,41.336354,-124.044354,494,8,72,12.87,0,19.4,1496.45,0.0,0,926.64,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
57,0,40.184094,-123.745487,163,0,69,22.24,0,23.95,1713.1,0.0,0,1534.56,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
56,0,40.440636,-124.098739,1125,0,31,25.58,0,20.4,609.1,0.0,0,792.9799999999999,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
55,0,40.310119,-123.909449,270,0,8,23.46,0,20.0,141.6,0.0,0,187.68,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
27,0,39.873371,-123.741474,321,3,28,42.33,0,20.5,563.05,0.0,0,1185.24,4,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
58,0,40.170357,-123.417298,259,0,19,19.1,0,19.95,373.5,0.0,0,362.9,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
43,2,38.592745,-121.540036,12756,3,11,16.67,0,20.45,250.8,0.0,0,183.37,5,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
59,0,38.681651,-122.130569,262,9,66,45.03,0,20.35,1359.5,0.0,0,2971.98,5,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
43,0,38.69508,-121.271616,43718,0,9,46.94,0,19.5,178.85,0.0,0,422.46,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
62,0,38.513484,-120.704613,850,0,27,35.77,0,20.25,538.2,0.0,0,965.79,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
63,2,38.274451,-121.259201,24194,0,1,29.1,0,19.85,19.85,0.0,0,29.1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
35,1,38.9386,-120.785514,2723,3,39,32.57,0,19.85,854.8,0.0,0,1270.23,5,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
39,0,38.154823,-121.601358,2010,0,46,4.6,0,24.95,1165.9,0.0,0,211.6,3,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
53,3,38.809175,-121.171375,11191,3,72,20.42,0,24.3,1643.25,0.0,0,1470.2400000000002,4,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21,0,38.788898,-121.608624,751,3,33,49.37,0,20.1,620.55,0.0,0,1629.2099999999998,5,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
47,0,38.671295,-121.388251,32202,0,1,44.09,0,20.35,20.35,0.0,0,44.09,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
56,0,38.546999,-120.271114,5501,9,14,19.03,0,19.55,294.5,0.0,0,266.42,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
38,3,38.733714,-120.795213,34146,0,3,5.15,0,19.95,58.3,0.0,0,15.45,5,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
38,0,38.724322,-120.991237,3815,0,35,6.52,0,23.3,797.1,0.0,0,228.2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
64,3,38.954144,-121.482536,947,0,66,23.81,0,25.3,1673.8,0.0,0,1571.4599999999998,4,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
59,3,38.240419,-121.587535,2344,2,63,30.1,0,19.15,1177.05,0.0,0,1896.3,5,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
32,0,38.71967,-121.862416,38547,0,48,9.19,0,19.95,936.7,0.0,0,441.12,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
43,3,39.197215,-120.83679,350,10,45,47.31,0,24.45,1088.25,0.0,0,2128.9500000000003,5,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
21,0,39.23754,-120.720196,185,0,23,43.77,0,24.8,615.35,0.0,0,1006.71,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
49,0,38.766036,-120.209673,183,0,35,17.92,0,20.75,739.9,0.0,0,627.2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,0,38.749466,-121.184196,20675,5,8,48.39,0,19.9,153.95,0.0,0,387.12,5,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
45,0,38.574856,-121.46504,16164,0,23,35.32,0,20.85,473.9,0.0,0,812.36,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,3,38.556306,-121.495817,21313,0,8,34.87,0,19.35,152.6,0.0,0,278.96,3,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
20,1,38.512569,-121.495184,44683,5,29,24.64,0,20.65,654.85,0.0,0,714.5600000000001,3,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
47,0,38.490508,-121.284171,592,7,36,21.77,0,20.0,666.75,0.0,0,783.72,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
42,0,38.660442,-121.346321,20993,0,8,14.32,0,19.2,156.85,0.0,0,114.56,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
35,0,39.467828,-120.841386,118,0,2,15.83,0,20.25,36.8,0.0,0,31.66,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
21,0,40.080342,-120.957805,178,0,1,5.1,0,19.55,19.55,0.0,0,5.1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
19,0,39.53222,-122.594879,587,0,3,1.57,0,20.25,61.45,0.0,0,4.71,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
59,0,39.194539,-120.988066,23990,0,13,18.73,0,19.95,243.65,0.0,0,243.49,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
27,0,39.732767,-122.042298,1931,0,54,25.72,0,19.65,1008.7,0.0,0,1388.88,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
56,1,39.937017,-121.058043,301,2,67,48.75,0,19.25,1372.9,0.0,0,3266.25,4,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
48,1,39.423046,-120.984472,565,0,63,24.32,0,19.5,1215.1,0.0,0,1532.16,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
49,0,39.624561,-121.552866,17782,0,5,24.53,0,20.55,96.1,0.0,0,122.65,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
28,0,39.435756,-121.552071,1254,5,3,41.9,0,19.6,55.25,0.0,0,125.7,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
44,0,39.971228,-121.041166,6189,0,8,7.02,23,43.55,335.4,0.0,10,56.16,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
61,1,39.495768,-121.747472,74,7,7,5.01,0,20.65,158.95,0.0,0,35.07,3,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
19,1,39.176595,-121.291692,963,3,72,5.7,0,21.0,1493.75,0.0,0,410.4,5,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
60,0,39.288127,-122.415841,844,9,59,26.99,0,18.4,1057.85,0.0,0,1592.41,4,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
62,1,39.172777,-121.805845,3193,5,35,24.76,0,25.75,882.55,0.0,0,866.6,5,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
64,0,40.053684,-120.743116,513,0,14,8.54,0,19.6,300.4,0.0,0,119.56,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29,2,39.34128,-120.786867,145,7,69,8.39,0,19.8,1436.95,0.0,0,578.9100000000001,5,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
52,0,40.677649,-122.29467,41476,0,72,3.43,0,19.85,1434.1,0.0,0,246.96,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
42,0,41.171578,-120.913161,615,0,46,32.78,0,21.1,937.1,0.0,0,1507.88,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
53,0,40.775272,-123.287414,269,0,60,31.12,0,19.85,1128.1,0.0,0,1867.2,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
61,0,40.936285,-121.572692,344,0,22,4.79,0,25.25,566.5,0.0,0,105.38,4,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
31,0,40.243494,-121.154733,2664,0,26,31.73,0,20.9,518.3,0.0,0,824.98,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
52,0,41.212695,-122.392067,2602,0,2,25.92,0,20.35,45.3,0.0,0,51.84,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
48,1,41.831901,-123.487478,1294,1,23,39.59,0,20.4,478.75,0.0,0,910.57,4,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
46,3,40.789799,-121.474529,397,0,1,7.66,0,20.05,20.05,0.0,0,7.66,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36,0,40.648024,-123.465088,268,0,15,23.56,0,19.65,270.6,0.0,0,353.4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
59,3,40.531257,-122.148139,830,1,48,20.73,0,26.3,1245.05,0.0,0,995.04,3,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
31,3,40.877552,-121.885884,431,0,63,41.84,0,19.35,1263.85,0.0,0,2635.92,4,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24,0,41.33832,-122.290756,7309,0,17,34.02,0,21.1,385.55,0.0,0,578.34,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,1,40.689243,-122.037023,829,1,4,39.04,0,18.85,84.2,0.0,0,156.16,4,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
51,3,40.656287,-121.428965,182,0,62,2.83,0,26.0,1638.7,0.0,0,175.46,3,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
53,0,40.367964,-122.937379,215,1,27,44.19,0,19.55,520.55,0.0,0,1193.13,4,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
34,0,40.021787,-122.127576,405,0,65,44.7,0,19.55,1218.65,0.0,0,2905.5,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
46,0,40.759401,-122.939337,3749,0,17,31.6,0,20.1,279.5,0.0,0,537.2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
31,0,39.783747,-120.661032,1839,0,34,36.52,0,19.7,675.6,0.0,0,1241.68,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
56,0,39.872961,-120.198876,650,3,49,22.1,0,20.05,923.1,0.0,0,1082.9,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
38,3,39.745805,-120.580882,88,8,53,25.32,0,19.4,1110.35,0.0,0,1341.96,3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
25,0,40.346634,-120.386422,408,0,48,13.67,0,24.35,1133.7,0.0,0,656.16,5,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20,0,41.813521,-121.492666,2595,2,7,41.64,0,20.65,134.05,0.0,0,291.48,4,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
46,0,40.271535,-121.018087,4158,0,29,5.69,0,19.85,573.05,0.0,0,165.01000000000002,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
