Age,Number of Dependents,Latitude,Longitude,Population,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Satisfaction Score,Gender_Male,Under 30_Yes,Senior Citizen_Yes,Married_Yes,Dependents_Yes,Referred a Friend_Yes,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone Service_Yes,Multiple Lines_Yes,Internet Service_Yes,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_No Internet Service,Online Security_Yes,Online Backup_Yes,Device Protection Plan_Yes,Premium Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Streaming Music_Yes,Unlimited Data_Yes,Contract_One Year,Contract_Two Year,Paperless Billing_Yes,Payment Method_Credit Card,Payment Method_Mailed Check
38,0,34.174493,-117.87068,57775,10,41,25.16,11,74.7,3187.65,0.0,0,1031.56,4,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0
26,0,35.772244,-119.209689,37280,0,17,35.88,52,70.8,1207.0,0.0,0,609.96,5,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33,3,33.874224,-117.993368,33528,10,42,17.75,53,92.15,3875.4,0.0,0,745.5,5,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0
23,0,32.825086,-117.199424,51213,1,2,0.0,51,44.6,97.1,0.0,0,0.0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
47,3,38.224869,-119.755729,235,1,42,13.95,0,22.95,1014.25,0.0,0,585.9,5,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
50,0,39.492046,-123.375818,13472,0,5,19.3,25,75.6,402.5,0.0,10,96.5,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,36.141319,-119.129075,5689,0,6,32.34,0,20.65,109.3,0.0,0,194.04,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
42,3,32.733564,-117.033713,24961,1,52,40.33,0,24.8,1229.1,0.0,0,2097.16,5,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
19,0,34.093781,-118.381061,20408,1,71,24.72,0,24.4,1725.4,0.0,0,1755.12,5,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
38,2,33.771612,-118.143866,19034,6,14,26.99,0,19.75,309.35,6.49,0,377.86,3,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
66,0,33.796568,-116.924723,21349,0,5,27.35,27,84.85,415.55,0.0,20,136.75,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0
33,0,36.995162,-120.955099,29124,0,3,25.4,10,70.25,229.7,0.0,0,76.19999999999999,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
20,0,34.139402,-118.128658,23742,0,42,27.64,0,25.05,949.85,0.0,0,1160.88,5,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
42,1,40.507272,-120.338228,385,10,65,1.83,13,79.4,5071.9,0.0,0,118.95,4,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0
47,0,34.174493,-117.87068,57775,6,71,35.09,12,83.2,6126.1,0.0,0,2491.3900000000003,3,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0
57,0,33.477923,-117.705314,27730,0,1,40.63,0,19.55,19.55,0.0,0,40.63,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
61,0,39.624561,-121.552866,17782,0,6,7.35,0,19.55,124.45,0.0,0,44.1,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
41,0,40.796621,-124.15428,23224,10,45,26.01,29,81.0,3533.6,0.0,0,1170.45,3,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0
47,2,37.343827,-121.883119,52334,4,64,49.49,12,81.05,5135.35,0.0,0,3167.36,3,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
52,3,33.764018,-117.931507,43491,1,38,44.32,0,20.3,749.35,10.65,0,1684.16,5,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
65,0,39.955587,-123.681175,200,1,69,16.34,4,89.95,6143.15,6.79,110,1127.46,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
46,0,33.362575,-117.299644,42239,0,2,24.9,11,44.65,74.9,0.0,10,49.8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,3,39.724433,-123.767578,309,8,56,40.86,27,115.85,6567.9,0.0,0,2288.16,3,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
26,0,32.730583,-115.501083,3535,1,47,17.54,59,83.35,4065.0,0.0,140,824.38,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
25,0,38.488431,-122.752839,40270,1,1,43.67,73,80.55,80.55,0.0,0,43.67,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
52,0,33.876482,-118.284077,9960,0,12,34.73,6,89.15,1057.55,0.0,70,416.76,5,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
39,0,32.730583,-115.501083,3535,7,60,30.14,0,19.95,1258.15,0.0,0,1808.4,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
54,0,33.735802,-117.818805,55062,3,58,27.93,0,19.55,1108.8,0.0,0,1619.94,3,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
66,0,38.815515,-120.916997,485,5,38,15.78,30,74.95,2869.85,0.0,0,599.64,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
80,0,38.888351,-123.239647,335,0,65,18.23,3,99.1,6496.15,0.0,0,1184.95,4,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0
47,0,34.089927,-118.095645,38041,0,14,0.0,4,55.0,771.95,0.0,0,0.0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0
21,0,38.672708,-122.403219,494,0,52,49.29,51,105.0,5426.85,0.0,0,2563.08,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0
60,0,38.348884,-122.51699,363,0,10,49.7,10,80.05,830.7,0.0,0,497.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
52,2,37.921137,-122.657562,781,7,25,13.06,0,20.05,520.1,0.0,0,326.5,4,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
35,0,34.147149,-118.463365,22085,0,16,5.74,0,19.7,342.4,0.0,0,91.84,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
19,0,35.666886,-119.186717,10781,0,11,40.96,52,64.05,733.95,0.0,90,450.56,4,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
50,0,34.9436,-115.287901,115,10,69,3.81,4,99.5,6841.45,0.0,0,262.89,4,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0
34,0,38.803731,-121.043799,1173,9,10,21.85,9,54.95,568.85,0.0,0,218.5,3,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
23,0,34.505273,-117.955054,11198,0,27,8.86,73,100.5,2673.45,0.0,70,239.22,3,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0
21,0,33.362575,-117.299644,42239,0,57,36.14,48,69.75,3894.4,0.0,0,2059.98,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1
45,0,41.867908,-123.794144,532,0,57,36.08,26,86.9,4939.25,0.0,0,2056.56,5,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0
67,0,38.244806,-120.417301,88,1,1,17.36,29,74.4,74.4,0.0,30,17.36,3,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,0,32.67117,-117.00232,17389,0,8,13.04,85,70.1,551.35,0.0,10,104.32,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
64,0,33.000269,-117.072093,42733,0,15,39.49,0,19.6,331.6,0.0,0,592.35,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
23,2,38.618347,-122.908422,17979,5,63,28.92,0,24.65,1574.5,0.0,0,1821.96,4,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
34,0,38.304194,-120.592431,2718,0,50,15.37,22,90.1,4549.45,0.0,0,768.5,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0
38,0,36.523619,-119.386868,24206,0,1,45.49,0,20.2,20.2,0.0,0,45.49,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
45,0,37.499411,-122.196318,32368,0,65,0.0,22,59.95,3921.1,0.0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0
53,0,33.988543,-118.334081,44764,6,10,26.17,7,49.55,475.7,0.0,0,261.70000000000005,3,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
59,2,40.689243,-122.037023,829,8,15,0.0,16,30.2,469.65,0.0,0,0.0,4,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
64,0,34.072121,-117.698319,34447,0,1,21.52,25,69.7,69.7,0.0,0,21.52,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69,0,38.419088,-122.024568,32564,0,18,41.13,23,49.85,865.75,0.0,0,740.34,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
53,0,33.25283,-116.986079,14575,0,15,16.13,0,19.8,309.4,0.0,0,241.95,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
39,0,37.416159,-122.131337,24492,0,11,0.0,5,41.6,470.6,0.0,0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0
64,0,34.142747,-117.300864,24644,0,15,32.07,28,100.15,1415.0,0.0,0,481.05,3,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0
35,1,38.9386,-120.785514,2723,3,39,32.57,0,19.85,854.8,0.0,0,1270.23,5,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
69,0,37.863843,-122.275684,19763,2,60,24.62,30,110.0,6668.35,0.0,0,1477.2,5,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0
40,0,38.766036,-120.209673,183,0,9,48.61,0,20.15,163.7,0.0,0,437.49,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
45,0,38.574856,-121.46504,16164,0,23,35.32,0,20.85,473.9,0.0,0,812.36,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,36.245926,-118.693138,3546,3,57,1.54,15,65.2,3687.85,0.0,0,87.78,3,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
29,2,39.34128,-120.786867,145,7,69,8.39,0,19.8,1436.95,0.0,0,578.9100000000001,5,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
73,0,37.801776,-122.402293,3337,8,14,45.46,4,75.1,1013.35,0.0,0,636.44,4,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
35,0,33.606899,-117.717854,48273,0,15,3.49,0,19.75,311.6,0.0,0,52.35,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
78,0,33.766004,-117.786763,44117,1,72,27.79,10,105.0,7578.05,0.0,0,2000.88,5,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0
36,0,38.99003,-121.114408,18197,0,9,13.72,0,20.4,181.8,0.0,0,123.48,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
33,1,34.370378,-118.504118,30742,0,59,13.27,15,76.45,4519.5,30.22,0,782.93,4,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0
78,0,39.117537,-122.284654,4579,0,7,32.4,7,73.75,545.15,0.0,0,226.8,2,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
47,0,33.753146,-118.367459,41263,4,29,0.0,22,33.75,1009.25,0.0,0,0.0,3,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
42,0,33.819385,-117.600213,60294,0,47,35.97,25,106.4,5127.95,0.0,0,1690.59,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0
31,0,37.311088,-121.961786,29914,1,58,17.22,21,60.3,3563.8,0.0,0,998.76,2,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0
62,0,40.557314,-124.081662,1201,0,2,32.03,0,20.35,33.2,0.0,0,64.06,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
45,0,34.031529,-118.491156,23559,0,18,0.0,11,35.2,607.3,0.0,50,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
21,0,34.139082,-118.39275,26157,1,72,22.22,0,26.45,1914.5,0.0,0,1599.84,4,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
62,1,37.483535,-119.679414,77,9,72,46.63,14,110.45,8058.85,0.0,0,3357.36,4,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0
29,0,34.441123,-117.537886,12463,0,1,0.0,73,25.2,25.2,0.0,0,0.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
32,1,38.734997,-121.463719,6197,1,22,5.26,19,55.15,1206.05,0.0,30,115.72,2,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
43,0,39.455555,-123.683979,14417,1,68,49.51,3,100.3,6754.35,0.0,90,3366.68,4,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0
49,0,37.555473,-122.080312,33883,0,1,43.06,9,83.4,83.4,0.0,0,43.06,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0
35,3,39.342587,-121.249833,1519,1,60,48.04,76,94.15,5811.8,0.0,0,2882.4,4,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
21,0,37.873916,-122.20522,17964,1,1,37.83,51,84.8,84.8,0.0,0,37.83,3,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
19,0,37.233226,-121.78809,10155,0,27,36.39,26,69.35,1927.3,0.0,0,982.53,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0
37,0,38.377165,-123.037957,1785,1,32,5.99,5,69.75,2347.9,19.67,0,191.68,2,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
75,0,35.186644,-120.728305,812,0,18,1.92,25,93.9,1743.9,0.0,0,34.56,4,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0
45,1,33.529047,-117.701175,62103,0,1,32.95,0,24.0,24.0,0.0,0,32.95,4,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
34,0,38.606703,-120.586659,2958,0,1,13.62,21,45.8,45.8,0.0,0,13.62,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
38,0,35.279984,-120.824288,14859,0,2,25.81,7,54.35,117.05,0.0,0,51.62,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
29,0,33.755039,-116.741796,3588,0,25,29.38,0,20.75,499.4,0.0,0,734.5,3,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
57,0,37.739113,-122.175602,31392,0,12,42.58,22,74.05,872.65,48.61,0,510.96,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0
76,0,32.886925,-117.152162,74232,0,10,0.0,20,29.65,291.4,0.0,110,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
63,0,33.918043,-117.617809,16998,1,61,17.73,2,94.15,5731.85,0.0,0,1081.53,3,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0
51,0,33.902045,-118.008961,47568,0,24,10.64,0,19.55,470.2,0.0,0,255.36,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
64,0,34.165383,-118.123752,38460,0,11,2.95,21,51.1,531.15,0.0,0,32.45,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
32,0,34.187599,-118.387125,45358,0,72,15.03,22,75.1,5336.35,0.0,0,1082.16,3,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0
55,0,34.727529,-118.153098,35109,1,42,0.0,5,33.55,1445.3,0.0,50,0.0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
37,0,40.936285,-121.572692,344,1,58,3.65,20,93.4,5435.6,0.0,0,211.7,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0
79,0,36.245926,-118.693138,3546,5,16,35.53,23,54.55,825.1,0.0,0,568.48,3,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0
38,0,33.884073,-117.732197,20893,1,72,13.72,0,24.8,1874.3,16.26,0,987.84,3,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
31,0,38.585826,-121.376263,23362,0,4,20.16,0,19.0,78.9,0.0,0,80.64,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
30,2,34.174215,-118.345928,29245,6,24,44.57,26,70.3,1706.45,0.0,0,1069.68,3,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0
30,0,33.844983,-117.952151,60553,0,9,40.71,52,70.5,597.9,0.0,0,366.39,3,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
53,0,33.840524,-118.148403,30173,1,18,31.49,20,94.7,1687.95,0.0,0,566.8199999999999,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0
56,0,37.890145,-119.184087,504,6,72,14.65,20,66.85,4758.8,0.0,0,1054.8,3,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
20,3,33.946982,-116.977672,17721,0,71,4.76,52,76.9,5522.7,0.0,0,337.96,3,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0
30,0,36.625114,-121.823565,38244,2,1,23.63,52,79.35,79.35,0.0,0,23.63,2,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
47,0,40.267158,-123.805913,644,6,23,38.93,4,54.25,1221.55,0.0,0,895.39,5,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
77,0,40.923558,-122.059933,459,0,1,49.6,20,88.8,88.8,0.0,10,49.6,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
80,2,39.141934,-122.770679,3002,5,22,0.0,18,40.05,880.2,0.0,0,0.0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
70,0,34.153338,-118.262974,14493,0,55,29.3,10,116.5,6382.55,0.0,0,1611.5,4,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0
23,0,33.830453,-118.384565,34191,0,26,38.04,73,61.55,1581.95,0.0,0,989.04,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
39,1,33.864622,-118.179626,91664,7,34,9.66,0,20.65,716.4,0.0,0,328.44,3,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
64,0,32.67117,-117.00232,17389,0,3,33.53,30,54.65,189.1,0.0,0,100.59,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
49,0,32.886925,-117.152162,74232,0,26,6.24,25,89.8,2335.3,0.0,0,162.24,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
67,0,38.542532,-121.378826,38818,0,34,13.56,30,69.15,2275.1,0.0,0,461.04,3,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
45,3,36.220761,-120.980777,14477,3,70,11.36,53,115.15,8250.0,0.0,0,795.1999999999999,4,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
46,0,37.556094,-122.272437,31882,0,15,2.74,0,19.9,320.45,0.0,0,41.1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
57,0,33.802664,-118.179971,49647,0,1,33.02,0,19.5,19.5,0.0,0,33.02,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
35,2,40.497441,-121.827524,4231,9,69,42.45,27,95.75,6511.25,0.0,0,2929.05,4,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0
42,0,34.441398,-119.513163,17409,0,6,43.8,5,93.55,536.4,0.0,0,262.79999999999995,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0
42,0,33.680302,-117.833296,22499,4,71,6.19,9,116.25,8564.75,0.0,0,439.49,3,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0
25,2,38.544002,-121.685559,648,1,54,24.59,52,65.65,3566.7,0.0,0,1327.86,3,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0
60,0,33.948558,-116.516976,22796,3,23,36.14,0,19.3,486.2,0.0,0,831.22,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
73,0,37.28682,-121.723877,15798,5,11,17.25,27,104.05,1133.65,0.0,0,189.75,3,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0
23,2,41.962127,-122.527696,1026,1,47,15.59,52,96.1,4391.45,0.0,0,732.73,3,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0
53,0,34.457541,-119.631072,12741,0,4,1.3,0,20.15,68.45,0.0,0,5.2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
